IMDESC,ITMDSC,PRICCD,IMLIST,IMTCST,GROUP,IMSTYL,IMSER,IMRANK,IMGEN,IMXRBC,IMVND,ITEM,IMMCST
LED 3K 9X18 BLK PENDANT        ,                                        ,0,935,374,16,HH, ,7,57635701,                    ,20576,700TDKNW18B-LED930                      ,374
96IN BN/BK SOCKET SET BN FINISH,                                        ,0,81.9,42.95,16,HY, ,7,58302862,                    ,20583,PLD-MO96BN                              ,38.95
WHITE LINE VOLTAGE PENDANT     ,GLASS SHADE                             ,0,123.9,49.95,0,Z7,N,7,58305262,                    ,20583,PLD-G454-WT                             ,49.95
4FT BN TRACK                   ,                                        ,0,57,23.95,22,IW, ,7,58305410,                    ,20583,HT4-BN                                  ,23.95
WALL WASH                      ,                                        ,0,231.9,119.95,9,DQ, ,7,58307325,                    ,20583,5021-30-BZ                              ,119.95
12V 150W SS TRANSFORMER        ,                                        ,0,319.9,167.95,9,DK, ,7,58307789,                    ,20583,9150-TRN-SS                             ,167.95
LED ALUMINUM CHANNEL           ,                                        ,0,49.9,22.95,22,IS, ,7,58309371,                    ,20583,LED-T-CH                                ,22.95
LED 30W 3K WHITE DOUBLE SPOT LT,                                        ,0,213.9,88.5,10,DV, ,7,58309602,                    ,20583,WP-LED430 30 AWT                        ,88.5
LOW VOLTAGE TRACK HEAD BRUSHED ,NICKEL W/ LED MR16                      ,0,109.9,50.68,0,Z7,N,7,58309751,                    ,20583,HHT-809LED-BN                           ,51.5
H SERIES 6' TRACK W/ 2 END CAPS,BRUSHED NICKEL                          ,0,81,34.69,0,Z7,N,7,58309777,                    ,20583,HT6-BN                                  ,34.95
H SERIES LIVE END CONNECTOR    ,                                        ,0,19,7.2,0,Z7,N,7,58309793,                    ,20583,HLE-BN                                  ,7.5
H SERIES 6FT BLACK TRACK       ,                                        ,0,61,25.95,22,IW, ,7,58310550,                    ,20583,HT6-BK                                  ,25.95
LED 3K BLACK EXT DOUBLE SPOT   ,                                        ,0,213.9,106.95,9,DD, ,7,58310584,                    ,20583,WP-LED-430-30-ABK                       ,106.95
RUBIX LED OUTDOOR UP/DOWN LIGHT,30W BRONZE         QUOTE # PRSTZT-157371,0,355.9,225.73,21,IY,N,2,58311152,                    ,20583,WS-W2510-BZ                             ,225.73
"R6ERAR W 930 WT/6"" ADJ ROUND IC",                                        ,0,41.9,12.38,21,IN, ,7,58311227,                    ,20583,R6ERAR W 930 WT                         ,16.5
"12"" BN DOWNROD                 ",                                        ,0,22,9.5,11,EB, ,7,58311516,                    ,20583,DR12-BN                                 ,9.5
"72"" BN DOWNROD                 ",                                        ,0,79,33.5,11,EB, ,7,58311524,                    ,20583,DR72-BN                                 ,33.5
"48"" PENDANT 30K 42W  3950L     ",BRUSHED BLACK  120/277V                 ,0,850,467.07,16,HH,N,8,58311764,                    ,20583,PD-29803-BK                             ,425
8FT SINGLE CIRCUIT H TRACK-BLK ,                                        ,0,71.9,33.95,22,IW, ,7,58312142,                    ,20583,HT8-BK                                  ,35.95
"H SERIES TRACK, 4' W/ 2 END    ","CAPS, BLACK                             ",0,45.9,22.22,22,IW,N,3,58312556,790576005171,20583,HT4-BK                                  ,19.95
1LED 27K 37X3 VANITY           ,                                        ,0,219,125,2,BD, ,7,58312910,                    ,20583,WS-41137-BK                             ,125
PUCK LIGHT 27/30/35K WHT       ,                                        ,0,29.95,19.95,68,DB, ,7,58313439,                    ,20583,HR-AC71-CS-WT                           ,19.95
LED 30W 3K 12X3 BLK FLUSH      ,                                        ,0,389,194.5,13,FK, ,7,58313471,                    ,20583,FM-W2612-BK                             ,194.5
"52"" BLK MTR,BLDS,LK   DAMP     ",                                        ,0,307,153.5,11,EF, ,7,58313504,                    ,20583,F-072L-MB                               ,153.5
2LED 7.5W 27K BLK WALL SCONCE  ,                                        ,0,110,55,24,JJ, ,7,58313512,                    ,20583,WS-57205-27-BK                          ,55
HONEYCOMB LENS                 ,                                        ,0,11,5.5,68,IK, ,7,58313687,                    ,20583,5021-HCL                                ,5.5
6C 60W 61X25 BRZ CHANDELIER    ,                                        ,0,1550.4,775.2,16,H4, ,7,59103441,                    ,20591,9000-0135                               ,775.2
3G4 10W 7X5 SIL/CLEAR/BEAD PEND,                                        ,0,915.2,395.2,16,H6, ,7,59104019,                    ,20591,9000-0696                               ,395.2
DOUBLE ROUND POLE CROSS ARM    ,2-3/8 BRONZE                            ,0,240,142,30,D4,N,2,60000503,                    ,20600,RCA-2-36-2-3/8                          ,142
TRIPLE ROUND POLE CROSS ARM    ,2-3/8 BRONZE                            ,0,270,87,30,D4,N,2,60000511,                    ,20600,RCA-3-24-2-3/8                          ,87
19.2W LED W/WIRING 4K WALL     ,SCONCE  BRONZE     QUOTE # FSN19-87924-1,0,3293.5,1016,0,Z7,N,7,63400750,                    ,20634,24506 K4 BRZ                            ,1016
RECESSED LED WALL LIGHT 4K 230L, BLACK W/ 63400916  QUT # FSN23-117625-1,0,793.18,327,30,D9,N,3,63400908,                    ,20634,33053-K4-BLK                            ,343
RECESSED WALL BOX ASSEMBLY     ,FOR 33053-K4  63400908  FSN22-109257-1  ,0,420.17,92,30,D9,N,3,63400916,                    ,20634,BB24063                                 ,92
1H-60W 4X9 AB SCONCE           ,                                        ,0,340,105.04,24,JK, ,9,63702164,                    ,20637,HW1110-AB                               ,100
"6""DIA. CYLINDER PEND, 12'CORD  ","MED BASE, WHITE                         ",0,105,86.06,0,Z7,N,7,63702453,                    ,20637,122-DC-12FT CORD-WHITE                  ,86
1M 60W 7X9 GS MINI PENDANT     ,                                        ,0,89,44.5,16,HL, ,7,64307434,                    ,20643,288M01GS                                ,44.5
"30"" RD MIRROR BLACK            ",                                        ,0,329,164.5,27,IJ, ,7,64307525,                    ,20643,428A01BL                                ,164.5
1M 8IN BLACK SQ EXTERIOR FL MT ,                                        ,0,40.48,8.1,7,DG, ,8,65201940,785652756726,20652,7567-32                                 ,9
2M 9IN WHITE MUSHROOM          ,                                        ,0,42.26,21.13,13,FH, ,8,65210313,                    ,20652,5328-15                                 ,21.13
CLEAR RIBBED GLS               ,                                        ,0,12,1.65,15,GA, ,8,65224984,785652167621,20652,1676-32                                 ,1.75
1M 7X17 BLK WALL LANTERN       ,                                        ,0,147.96,29.63,10,DW, ,8,65228407,785652845819,20652,8458-12                                 ,55
1M 4X8 BLK LANTERN W/LOOP      ,                                        ,0,59.98,11.15,10,DW, ,4,65229041,785652859236,20652,8592-12                                 ,11.15
2C 7X20 BLK LANTERN            ,                                        ,0,150.96,55.67,10,DW, ,4,65229231,785652084683,20652,8468-12                                 ,55.67
2M-60W 12IN BN FLUSH MT        ,                                        ,0,74.98,14,13,FH, ,4,65235056,785652770647,20652,77064-962                               ,14
1M-100W 10X18 BLACK WALL LANTRN,                                        ,0,124.98,56.24,10,DW, ,7,65238852,785652882524,20652,8825-12                                 ,62.49
2C-40W 7X20 ANTQ BRNZ LANTERN  ,                                        ,0,206.98,103.49,10,DY, ,7,65241186,785652846816,20652,8468-71                                 ,103.49
2-BR40 BLK ADJ FLOOD LT        ,                                        ,0,85.48,22,9,DD, ,7,65241285,785652860720,20652,8607-12                                 ,22
1M-100W 6X14 BK EXT WALL MT    ,                                        ,0,119.98,44,10,DW, ,4,65246839,785652840302,20652,84030-12                                ,44
1M-100W 6X11 BRONZE LANTERN    ,                                        ,0,85.96,39.25,10,DY, ,8,65247407,785652999505,20652,84029-746                               ,39.25
1M-100W 6X10 BRONZE BATH/SCONCE,                                        ,0,133.9,33,2,AO, ,9,65247423,785652413827,20652,41380-829                               ,27.75
3M-100W 16X28 BLACK FOYER      ,                                        ,0,713.9,180,16,HN, ,9,65252050,785652513701,20652,51375-839                               ,183.56
5M-100W 20X16 NICKEL CHANDELIER,                                        ,0,249.98,40.81,16,H4, ,8,65253214,785652020339,20652,35940-962                               ,40.81
1M-100W 7X6 NI MINI PENDANT    ,                                        ,0,94.98,22,16,HY, ,9,65253785,785652028601,20652,61940-962                               ,22
2M-100W 12X8 NI BATH BRKT      ,                                        ,0,79.96,25,2,AP, ,7,65253793,785652020216,20652,44940-962                               ,25
2M-100W 12X8 BZ BATH BRKT      ,                                        ,0,71.95,18,2,AP, ,9,65253800,785652020209,20652,44940-782                               ,25
2M-60W 13X5 BZ FLUSH MOUNT     ,                                        ,0,41.96,9.65,13,FK, ,9,65253818,785652020377,20652,75942-782                               ,12.5
1M-100W 8X7 BLACK WALL LANTERN ,                                        ,0,79.98,21,10,DW, ,4,65254147,785652020643,20652,88941-12                                ,21
3LT OSLO CHROME VANITY LIGHT   ,                                        ,0,209,59,83,AA, ,7,65254634,785652171512,20652,41162-05                                ,59
2M-100W 14X8 NICKEL FLUSH MOUNT,                                        ,0,206.98,75,13,FC, ,7,65255484,785652222597,20652,77262-962                               ,75
5C-60W 21X29 BZ CHANDELIER     ,                                        ,0,458.98,229.49,16,H4, ,7,65255971,785652245626,20652,3280405-846                             ,229.49
1M-100W 7X8 NICKEL SCONCE      ,                                        ,0,54.98,13.6,24,JK, ,7,65256101,785652244568,20652,41939-962                               ,13.6
3M-100W 24X12 CHROME BATH BRKT ,                                        ,0,238.48,85,2,AQ, ,8,65256953,785652239786,20652,4440403-05                              ,119.24
2M-100W 15X12 CHROME BATH BRKT ,                                        ,0,174.98,55,2,AP, ,7,65256961,785652239700,20652,4440402-05                              ,55
5M 75W 26X25 BZ CHANDELIER     ,                                        ,0,364.98,115,16,H4, ,8,65257331,785652258633,20652,3113205-715                             ,115
1M 75W 6X7 BZ MINI-PENDANT     ,                                        ,0,124.98,28.5,16,HY, ,4,65257349,785652275166,20652,6113201-715                             ,28.5
1M-100W 5X10 BZ BATH/SCONCE    ,                                        ,0,89.98,29,24,JK, ,8,65257555,785652275104,20652,4113201-715                             ,19
3M-1002 21X8 STARDUST/WOOD BATH,BRKT                                    ,0,249.98,79,2,BO, ,7,65257828,785652275838,20652,4413303-846                             ,79
5M-100W 23X24 BURNT SIENNA CHAN,DELIER                                  ,0,276.6,64.14,16,H4, ,7,65258123,785652225543,20652,31317-710                               ,64.14
2M-60W 12X5 BURNT SIENNA FLUSH ,MOUNT                                   ,0,74.98,15.88,13,FK, ,4,65258199,785652228582,20652,77064-710                               ,15.88
1M-150W 10X10 WH GLOBE PENDANT ,                                        ,0,139.96,34.65,16,HL, ,7,65258280,785652602054,20652,6020-15                                 ,34.65
6C-60W 25X31 STARDUST FOYER    ,                                        ,0,799.98,225,16,HN, ,4,65258595,785652108327,20652,5124906-846                             ,225
LED 3000K 24IN WH GLYDE UNDERCA,BINET                                   ,0,216,108,68,DB, ,7,65258868,785652112638,20652,98877S-15                               ,108
1M-100W 5X8 BZ SCONCE          ,                                        ,0,139.98,42,24,JK, ,7,65259048,785652275814,20652,4113301-846                             ,42
3M-100W 15X7 FLUSH MOUNT       ,                                        ,0,89,18.1,13,FK, ,9,65259056,785652020575,20652,75943-962                               ,18.1
1M-100W 3X7 BN MINI PENDANT    ,                                        ,0,104.96,33,16,HL, ,4,65259163,785652108969,20652,6124601-962                             ,33
5M-75W 26X25 NI CHANDELIER     ,                                        ,0,364.98,114.58,16,H5, ,4,65259296,785652258640,20652,3113205-962                             ,114.58
2M-100W 15X11 BN BATH BRKT     ,                                        ,0,129.98,38,2,AP, ,4,65259618,785652275135,20652,4413202-962                             ,38
"18"" UP/DOWN CYLINDER SILVER IN ",LED W/ TEMPERED LENS                    ,0,0,82.67,0,Z7,N,9,65259650,                    ,20652,8413991S-753                            ,89.6
LED 2700K 4IN RECESSED DOWNLIGH,T               QUOTE # 30089629        ,0,105,19.5,21,IM, ,8,65259668,785652240850,20652,14705SC-15                              ,19.5
1M 100W 13X11 HANGING SATIN ALU,M                                       ,0,204.98,64.6,8,DO, ,7,65259709,785652108525,20652,6247701-04                              ,64.6
3M 100W 20X10 NKL CHAND        ,                                        ,0,304.98,77,16,HH, ,7,65259775,785652003370,20652,3114503-962                             ,77
1M 100W 12X11 NKL PEND         ,                                        ,0,114.98,31,16,HH, ,4,65259783,785652003431,20652,6114501-962                             ,31
1M 100W 5X11 CHROME WALL SCONCE,                                        ,0,104.98,36.8,24,JJ, ,7,65259866,785652239687,20652,4140401-05                              ,36.8
6C 60W 26X22 WOOD AND BRONZE   ,                                        ,0,647.96,219,16,H4, ,7,65259882,785652108297,20652,3124906-846                             ,219
3M 100W 20X7 CHROME BATH BAR   ,                                        ,0,148.96,54.35,2,AQ, ,7,65259907,785652257865,20652,4411603-05                              ,54.35
2M 100W 15X10 SATIN NKL PEND   ,                                        ,0,199.98,60.5,16,HD, ,7,65259915,785652111792,20652,7715202-962                             ,60.5
1M 60W 5X9 BN SCONCE           ,                                        ,0,99.98,23.5,24,JK, ,7,65259973,785652003394,20652,4114501-962                             ,23.5
5M-60W 24X10 NI CHANDELIER     ,                                        ,0,404.98,106,16,H4, ,4,65260326,785652003387,20652,3114505-962                             ,106
1M-100W 6X16 BLACK WALL LANTERN,                                        ,0,89.98,23.24,10,DW, ,4,65260491,785652001307,20652,8538701-12                              ,23.24
3M-60W 24X22 BZ/BK CHANDELIER  ,                                        ,0,379.98,109,16,HH, ,7,65260508,785652002311,20652,3141303-848                             ,109
4M-100W 36X25 OAK ISLAND LT    ,                                        ,0,564.98,170.1,16,H7, ,7,65260582,785652275869,20652,6613304-846                             ,170.1
